#hg19.refGene.name	hg19.refGene.chrom	hg19.refGene.txStart	hg19.refGene.txEnd	hgFixed.refLink.name	hgFixed.refLink.geneName
NM_013945	chr1	18957499	19062632	PAX7	72530
NM_004930	chr1	19665266	19812135	CAPZB	35740
NM_020765	chr1	19400999	19536746	UBR4	151831
NM_001136265	chr1	19230773	19282826	IFFO2	202378
NR_033887	chr1	20686293	20755287	LINC01141	324303
NM_001349113	chr1	20008705	20126514	TMCO4	154598
NM_181719	chr1	20008705	20126514	TMCO4	154598
NM_001349114	chr1	20008705	20126514	TMCO4	154598
NM_001349112	chr1	20008705	20126514	TMCO4	154598
NM_001198803	chr1	21267737	21494532	EIF4G3	80607
NM_001198802	chr1	21132784	21503381	EIF4G3	80607
NM_001127501	chr1	21835850	21904905	ALPL	77749
NM_003760	chr1	21132784	21437876	EIF4G3	80607
NM_016287	chr1	21069170	21113181	HP1BP3	82526
NM_001177520	chr1	21835850	21904905	ALPL	77749
NM_001198801	chr1	21132784	21503381	EIF4G3	80607
NM_001113348	chr1	21543739	21672034	ECE1	77574
NM_000478	chr1	21835850	21904905	ALPL	77749
NM_044472	chr1	22379119	22417296	CDC42	25210
NM_001039802	chr1	22379119	22419436	CDC42	25210
NM_001330398	chr1	22778343	22857650	ZBTB40	155974
NM_005529	chr1	22148724	22263790	HSPG2	155749
NM_001083621	chr1	22778343	22857650	ZBTB40	155974
NM_001791	chr1	22379119	22419436	CDC42	25210
NM_014870	chr1	22778343	22857650	ZBTB40	155974
NM_001291860	chr1	22148724	22263790	HSPG2	155749
NM_001013693	chr1	22138757	22151714	LDLRAD2	156909
NM_033631	chr1	23410515	23495351	LUZP1	152498
NM_001142546	chr1	23410515	23495351	LUZP1	152498
NM_004091	chr1	23832919	23857712	E2F2	92913
NM_003196	chr1	23707401	23751272	TCEA3	81060
NR_136506	chr1	24742239	24799473	NIPAL3	76972
NR_136507	chr1	24742239	24799473	NIPAL3	76972
NR_136508	chr1	24742239	24799473	NIPAL3	76972
NM_001330409	chr1	24742239	24792833	NIPAL3	76972
NM_001322857	chr1	24742514	24799473	NIPAL3	76972
NM_001322862	chr1	24742239	24799473	NIPAL3	76972
NM_001322861	chr1	24742239	24799473	NIPAL3	76972
NM_001322860	chr1	24742239	24799473	NIPAL3	76972
NM_001322859	chr1	24742239	24799473	NIPAL3	76972
NM_001322858	chr1	24742239	24799473	NIPAL3	76972
NM_170743	chr1	24480646	24513765	IFNLR1	219803
NM_001322864	chr1	24742239	24799473	NIPAL3	76972
NM_001322863	chr1	24742239	24799473	NIPAL3	76972
NM_001322866	chr1	24742239	24799473	NIPAL3	76972
NM_001322865	chr1	24742239	24781314	NIPAL3	76972
NM_001322856	chr1	24742239	24799473	NIPAL3	76972
NM_001322855	chr1	24742239	24799473	NIPAL3	76972
NM_001322854	chr1	24739976	24799473	NIPAL3	76972
NM_020448	chr1	24742244	24799473	NIPAL3	76972
NM_173064	chr1	24480646	24513765	IFNLR1	219803
NM_001322868	chr1	24742239	24799473	NIPAL3	76972
NM_173065	chr1	24480646	24513765	IFNLR1	219803
NM_001010980	chr1	24882566	24935818	NCMAP	274699
NM_001289010	chr1	25943958	26112698	MAN1C1	156622
NM_020485	chr1	25688739	25747405	RHCE	139691
NM_001330430	chr1	25688739	25747405	RHCE	139691
NM_138618	chr1	25688739	25747405	RHCE	139691
NM_138617	chr1	25688739	25747405	RHCE	139691
NM_138616	chr1	25688739	25747405	RHCE	139691
NM_020379	chr1	25943958	26112698	MAN1C1	156622
NM_001330441	chr1	26869602	26901520	RPS6KA1	83254
NM_031286	chr1	26606212	26608013	SH3BGRL3	79064
NM_024674	chr1	26737258	26756219	LIN28A	76766
NM_002953	chr1	26856248	26901520	RPS6KA1	83254
NR_037576	chr1	27648635	27662891	TMEM222	79808
NR_037577	chr1	27648635	27662891	TMEM222	79808
NR_037580	chr1	27648635	27662891	TMEM222	79808
NM_001201404	chr1	27730729	27816698	WASF2	20610
NM_006990	chr1	27730729	27816698	WASF2	20610
NM_032125	chr1	27648635	27662891	TMEM222	79808
NM_001029882	chr1	27860755	27930005	AHDC1	151386
NR_002909	chr1	28832454	28837404	SNHG3	259027
NR_036473	chr1	28832454	28837404	SNHG3	259027
NM_001048183	chr1	28696064	28826881	PHACTR4	84296
NM_001135218	chr1	28929608	28969604	TAF12	35774
NR_030726	chr1	28832454	28865708	RCC1	24188
NR_030725	chr1	28832454	28865708	RCC1	24188
NM_001350160	chr1	28696064	28826881	PHACTR4	84296
NM_001350159	chr1	28696064	28826881	PHACTR4	84296
NM_001350158	chr1	28696064	28826881	PHACTR4	84296
NM_001350161	chr1	28696064	28826881	PHACTR4	84296
NM_005644	chr1	28929608	28969604	TAF12	35774
NM_001048199	chr1	28832454	28865708	RCC1	24188
NM_133177	chr1	29563027	29653325	PTPRU	156886
NM_005704	chr1	29563027	29653325	PTPRU	156886
NM_133178	chr1	29563027	29653325	PTPRU	156886
NM_001195001	chr1	29563027	29653325	PTPRU	156886
NM_005626	chr1	29474249	29508637	SRSF4	202220
NR_034182	chr1	31191618	31199593	MATN1-AS1	324396
NM_002379	chr1	31184123	31196432	MATN1	156383
NM_001195101	chr1	32372021	32385259	PTP4A2	20562
NM_001195100	chr1	32372021	32385259	PTP4A2	20562
NM_080391	chr1	32372021	32403988	PTP4A2	20562
NR_135106	chr1	33290913	33324480	S100PBP	24456
NR_135107	chr1	33290913	33324480	S100PBP	24456
NM_001256121	chr1	33283042	33324480	S100PBP	24456
NM_001291496	chr1	33004745	33071551	ZBTB8A	202229
NM_001127361	chr1	33402046	33430414	RNF19B	152764
NM_153341	chr1	33402046	33430414	RNF19B	152764
NR_111980	chr1	33004745	33071551	ZBTB8A	202229
NM_012316	chr1	32573643	32642168	KPNA6	55359
NM_001161708	chr1	33145506	33168361	SYNC	84243
NM_022753	chr1	33283118	33324480	S100PBP	24456
NM_004964	chr1	32757707	32799224	HDAC1	35086
NM_030786	chr1	33145506	33168361	SYNC	84243
NM_001300826	chr1	33402046	33430414	RNF19B	152764
NM_001040441	chr1	33004745	33071551	ZBTB8A	202229
NR_038372	chr1	34334556	34351059	CSMD2-AS1	288109
NM_145238	chr1	33938231	33961995	ZSCAN20	23119
NM_198040	chr1	33789223	33841194	PHC2	147005
NM_001330488	chr1	33789223	33841194	PHC2	147005
NM_001080418	chr1	35331036	35395186	DLGAP3	155965
NR_146062	chr1	36273224	36323490	AGO4	96101
NM_005202	chr1	36560836	36590685	COL8A2	155356
NM_017629	chr1	36273827	36323490	AGO4	96101
NM_001294347	chr1	36560836	36590685	COL8A2	155356
NM_001350139	chr1	35734567	35887545	ZMYM4	77209
NM_001350138	chr1	35734567	35887545	ZMYM4	77209
NM_024874	chr1	35899090	36023037	KIAA0319L	151329
NM_024852	chr1	36396682	36522063	AGO3	101714
NM_005095	chr1	35734567	35887545	ZMYM4	77209
NM_177422	chr1	36396682	36522063	AGO3	101714
NM_001350140	chr1	35734567	35887545	ZMYM4	77209
NM_178548	chr1	36038970	36060927	TFAP2E	154227
NM_032017	chr1	36805219	36851528	STK40	81641
NM_001282546	chr1	36805219	36851528	STK40	81641
NM_001282547	chr1	36805219	36851528	STK40	81641
NM_000831	chr1	37261127	37499844	GRIK3	146323
NM_005540	chr1	38326368	38412729	INPP5B	154284
NM_001350228	chr1	38326368	38407936	INPP5B	154284
NM_024700	chr1	38000049	38019945	SNIP1	35679
NM_024640	chr1	38268613	38273865	YRDC	82137
NM_001271851	chr1	39303868	39325495	RRAGC	36389
NM_022157	chr1	39303868	39325495	RRAGC	36389
NM_012421	chr1	40627040	40706593	RLF	72937
NM_001720	chr1	40222853	40254533	BMP8B	149507
NM_181809	chr1	39957317	39995541	BMP8A	149506
NR_024567	chr1	41154751	41157933	NFYC-AS1	430053
NM_012236	chr1	41492870	41707815	SCMH1	62221
NM_001172220	chr1	41492870	41707815	SCMH1	62221
NM_001172222	chr1	41492870	41627104	SCMH1	62221
NM_001172221	chr1	41492870	41628689	SCMH1	62221
NR_135092	chr1	41492870	41627104	SCMH1	62221
NM_001172218	chr1	41492870	41707815	SCMH1	62221
NM_001172219	chr1	41492870	41707815	SCMH1	62221
NM_172163	chr1	41249683	41306124	KCNQ4	77462
NM_004700	chr1	41249683	41306124	KCNQ4	77462
NM_001350668	chr1	41492870	41627104	SCMH1	62221
NM_001350667	chr1	41492870	41707815	SCMH1	62221
NM_001031694	chr1	41492870	41627104	SCMH1	62221
NM_173642	chr1	42846467	42889900	RIMKLA	154148
NR_038260	chr1	42312859	42384496	HIVEP3	156973
NR_038261	chr1	42312859	42501596	HIVEP3	156973
NM_001127714	chr1	41972035	42384378	HIVEP3	156973
NM_001198851	chr1	42642209	42800636	FOXJ3	81258
NM_024503	chr1	41972035	42384378	HIVEP3	156973
NM_001198850	chr1	42642209	42801548	FOXJ3	81258
NM_014947	chr1	42642209	42800903	FOXJ3	81258
NM_001198852	chr1	42642209	42800886	FOXJ3	81258
NM_001253357	chr1	43766565	43788781	TIE1	154070
NM_001195831	chr1	43638000	43720029	CFAP57	287011
NM_015284	chr1	43855555	43919918	SZT2	202572
NM_001167965	chr1	43638000	43676549	CFAP57	287011
NM_001354602	chr1	43250702	43266489	TMEM269	305831
NM_005424	chr1	43766565	43788781	TIE1	154070
NM_152498	chr1	43638000	43676549	CFAP57	287011
NM_001301700	chr1	44686741	44820951	ERI3	80538
NR_033827	chr1	44165408	44173012	KDM4A-AS1	414478
NR_073016	chr1	44173167	44396837	ST3GAL3	154505
NR_073017	chr1	44173167	44396837	ST3GAL3	154505
NR_073018	chr1	44173167	44396837	ST3GAL3	154505
NR_073019	chr1	44173167	44396837	ST3GAL3	154505
NR_073020	chr1	44173167	44396837	ST3GAL3	154505
NR_073021	chr1	44173167	44396837	ST3GAL3	154505
NR_073023	chr1	44173167	44396837	ST3GAL3	154505
NR_146867	chr1	44173167	44396837	ST3GAL3	154505
NR_110056	chr1	44688266	44709955	ERI3-IT1	325011
NM_001270463	chr1	44173167	44396837	ST3GAL3	154505
NM_001270462	chr1	44173167	44396837	ST3GAL3	154505
NM_024066	chr1	44686741	44820951	ERI3	80538
NM_001350619	chr1	44173167	44396837	ST3GAL3	154505
NM_001270466	chr1	44173167	44396837	ST3GAL3	154505
NM_001270464	chr1	44173167	44396837	ST3GAL3	154505
NM_001270459	chr1	44173203	44396837	ST3GAL3	154505
NM_001270460	chr1	44173203	44396837	ST3GAL3	154505
NM_001270465	chr1	44173167	44396837	ST3GAL3	154505
NM_001301698	chr1	44686741	44820951	ERI3	80538
NM_174971	chr1	44173167	44396837	ST3GAL3	154505
NM_006279	chr1	44173167	44396837	ST3GAL3	154505
NM_174970	chr1	44173167	44396837	ST3GAL3	154505
NM_174969	chr1	44173167	44396837	ST3GAL3	154505
NM_174967	chr1	44173167	44396837	ST3GAL3	154505
NM_001270461	chr1	44173167	44396837	ST3GAL3	154505
NM_001301699	chr1	44686741	44820951	ERI3	80538
NM_001301701	chr1	44686741	44820951	ERI3	80538
NM_174966	chr1	44173167	44396837	ST3GAL3	154505
NM_014652	chr1	44412477	44433694	IPO13	83233
NM_001350621	chr1	44173167	44396837	ST3GAL3	154505
NM_001350620	chr1	44173167	44396837	ST3GAL3	154505
NM_174965	chr1	44173167	44396837	ST3GAL3	154505
NM_174964	chr1	44173167	44396837	ST3GAL3	154505
NM_174963	chr1	44173167	44396837	ST3GAL3	154505
NM_174968	chr1	44173167	44396837	ST3GAL3	154505
NM_001297655	chr1	45205489	45233438	KIF2C	84389
NM_001166588	chr1	45340200	45452394	EIF2B3	82608
NM_001320800	chr1	45809554	45956840	TESK2	146135
NM_020883	chr1	45482075	45672250	ZSWIM5	200893
NM_007170	chr1	45809554	45956840	TESK2	146135
NM_001297657	chr1	45212033	45233438	KIF2C	84389
NM_001297656	chr1	45212033	45233438	KIF2C	84389
NM_001261418	chr1	45316193	45452394	EIF2B3	82608
NM_020365	chr1	45316193	45452394	EIF2B3	82608
NM_006845	chr1	45205489	45233438	KIF2C	84389
NR_137329	chr1	46505811	46598380	PIK3R3	151626
NM_198973	chr1	47023078	47069966	MKNK1	75591
NR_146512	chr1	47023078	47069973	MKNK1	75591
NM_001324320	chr1	46269278	46501796	MAST2	151667
NM_001324321	chr1	46330019	46501796	MAST2	151667
NM_003684	chr1	47023078	47069966	MKNK1	75591
NM_001328653	chr1	46505811	46598380	PIK3R3	151626
NM_001328652	chr1	46505811	46598380	PIK3R3	151626
NM_001328651	chr1	46505811	46596345	PIK3R3	151626
NM_001328650	chr1	46505811	46597443	PIK3R3	151626
NM_017739	chr1	46654352	46664121	POMGNT1	79304
NM_003629	chr1	46505811	46598380	PIK3R3	151626
NM_001303429	chr1	46505811	46598380	PIK3R3	151626
NM_001114172	chr1	46505811	46598708	PIK3R3	151626
NM_001135553	chr1	47023078	47069966	MKNK1	75591
NM_001328654	chr1	46505811	46598380	PIK3R3	151626
NM_015112	chr1	46269284	46501796	MAST2	151667
NM_001319245	chr1	46269284	46501796	MAST2	151667
NM_001243766	chr1	46654352	46685977	POMGNT1	79304
NR_024176	chr1	47023078	47069966	MKNK1	75591
NR_024174	chr1	47023078	47069966	MKNK1	75591
NM_001303428	chr1	46505811	46598467	PIK3R3	151626
NM_001328649	chr1	46505811	46598708	PIK3R3	151626
NM_001328648	chr1	46505811	46640573	PIK3R3	151626
NM_001290129	chr1	46654352	46663171	POMGNT1	79304
NM_001290130	chr1	46654352	46663171	POMGNT1	79304
NR_002788	chr1	47308766	47366147	CYP4Z2P	149436
NM_001136140	chr1	47799468	47844511	CMPK1	80855
NR_046394	chr1	47799468	47844511	CMPK1	80855
NM_001320289	chr1	47427035	47516426	CYP4X1	148743
NM_016308	chr1	47799468	47844511	CMPK1	80855
NM_178134	chr1	47533159	47583992	CYP4Z1	149435
NR_026749	chr1	48567386	48648100	SKINT1L	142596
NM_001286239	chr1	48761043	48937880	SPATA6	76125
NM_019073	chr1	48761043	48937880	SPATA6	76125
NM_001286238	chr1	48761043	48937880	SPATA6	76125
NR_136725	chr1	50575287	50646972	ELAVL4	82955
NM_001294348	chr1	50575287	50669457	ELAVL4	82955
NM_001144775	chr1	50571936	50669457	ELAVL4	82955
NM_001144774	chr1	50574591	50669457	ELAVL4	82955
NM_001144777	chr1	50513685	50669457	ELAVL4	82955
NM_001144776	chr1	50569581	50669457	ELAVL4	82955
NM_001324209	chr1	50574591	50669457	ELAVL4	82955
NM_001324208	chr1	50513685	50669457	ELAVL4	82955
NM_021952	chr1	50574591	50669457	ELAVL4	82955
NM_001324217	chr1	50575287	50646972	ELAVL4	82955
NM_001324216	chr1	50574591	50646972	ELAVL4	82955
NM_001324215	chr1	50575287	50669457	ELAVL4	82955
NM_001324214	chr1	50575287	50669457	ELAVL4	82955
NM_001324213	chr1	50575287	50669457	ELAVL4	82955
NM_001324212	chr1	50574591	50669457	ELAVL4	82955
NM_001350208	chr1	52082545	52254891	OSBPL9	76174
NM_001350209	chr1	52082545	52254891	OSBPL9	76174
NM_148909	chr1	52082545	52254891	OSBPL9	76174
NM_148908	chr1	52082545	52254891	OSBPL9	76174
NM_002525	chr1	52254865	52344609	NRDC	190335
NM_001297665	chr1	51752929	51787940	TTC39A	151525
NM_001297664	chr1	51752929	51795874	TTC39A	151525
NM_001297663	chr1	51752929	51796236	TTC39A	151525
NM_001144832	chr1	51752929	51810788	TTC39A	151525
NM_024586	chr1	52082545	52254891	OSBPL9	76174
NM_148906	chr1	52082545	52254891	OSBPL9	76174
NM_001080494	chr1	51752929	51787940	TTC39A	151525
NM_001297662	chr1	51761209	51796236	TTC39A	151525
NR_036662	chr1	52082545	52254891	OSBPL9	76174
NM_001242361	chr1	52254865	52343712	NRDC	190335
NM_001101662	chr1	52254865	52344609	NRDC	190335
NM_001981	chr1	51819934	51984995	EPS15	83461
NM_001307931	chr1	53308182	53360247	ZYG11A	266924
NM_001330585	chr1	52816264	52831877	CC2D1B	151827
NM_004799	chr1	52607765	52812358	ZFYVE9	153589
NM_032449	chr1	52816264	52831877	CC2D1B	151827
NM_007324	chr1	52607765	52812358	ZFYVE9	153589
NM_015269	chr1	52888947	53018762	ZCCHC11	24682
NM_024646	chr1	53192130	53293013	ZYG11B	84863
NM_001009881	chr1	52888947	53018762	ZCCHC11	24682
NM_001004339	chr1	53308182	53360247	ZYG11A	266924
NR_033142	chr1	54231133	54304225	NDC1	218448
NR_133632	chr1	54387233	54411496	HSPB11	151613
NR_133633	chr1	54387233	54411496	HSPB11	151613
NM_004631	chr1	53708040	53793821	LRP8	78837
NM_147193	chr1	53971905	54199877	GLIS1	155535
NM_017522	chr1	53708040	53793821	LRP8	78837
NM_033300	chr1	53708040	53793821	LRP8	78837
NM_016126	chr1	54387233	54411496	HSPB11	151613
NM_018087	chr1	54231133	54304225	NDC1	218448
NM_001316935	chr1	54387233	54411981	HSPB11	151613
NM_001168551	chr1	54231133	54304225	NDC1	218448
NM_001018054	chr1	53708040	53793821	LRP8	78837
NR_148414	chr1	54651825	54665774	CYB5RL	84331
NR_037639	chr1	55107412	55208328	MROH7-TTC4	435219
NR_037640	chr1	55107412	55208328	MROH7-TTC4	435219
NR_037641	chr1	55107412	55208328	MROH7-TTC4	435219
NM_147161	chr1	55013806	55076005	ACOT11	76555
NM_018070	chr1	54691103	54872068	SSBP3	84881
NM_001353356	chr1	54656223	54665774	CYB5RL	84331
NM_015547	chr1	55013806	55100417	ACOT11	76555
NM_145716	chr1	54691103	54872068	SSBP3	84881
NM_001353354	chr1	54637823	54665774	CYB5RL	84331
NM_001353353	chr1	54637823	54665774	CYB5RL	84331
NM_001031672	chr1	54637823	54665774	CYB5RL	84331
NM_001009955	chr1	54691103	54872068	SSBP3	84881
NM_003713	chr1	56960418	57045257	PLPP3	274884
NM_001278544	chr1	57394882	57431813	C8B	80924
NM_001278543	chr1	57394882	57431813	C8B	80924
NM_006252	chr1	57110989	57181008	PRKAA2	155087
NM_001004303	chr1	57184476	57285369	FYB2	438145
NM_000066	chr1	57394882	57431813	C8B	80924
NR_104365	chr1	58326214	58328654	DAB1-AS1	288392
NR_104362	chr1	58326214	58328786	DAB1-AS1	288392
NR_104363	chr1	58326214	58328786	DAB1-AS1	288392
NR_104364	chr1	58326214	58328786	DAB1-AS1	288392
NR_110626	chr1	59486147	59553919	LINC01358	289516
NM_145243	chr1	58946390	59012471	OMA1	22830
NM_001350799	chr1	59775749	60228402	FGGY	152381
NM_001244714	chr1	59775749	60228402	FGGY	152381
NM_015888	chr1	60280532	60342050	HOOK1	143191
NM_001350792	chr1	59775749	60228402	FGGY	152381
NM_001350794	chr1	59775749	60228402	FGGY	152381
NM_001350791	chr1	59775749	60228402	FGGY	152381
NM_001350790	chr1	59775749	60228402	FGGY	152381
NM_001278224	chr1	59981300	60228402	FGGY	152381
NR_146508	chr1	60981387	61088357	LINC01748	353854
NM_176877	chr1	62208137	62629591	PATJ	284639
NM_181712	chr1	62701836	62785083	KANK4	84283
NM_001320269	chr1	62701836	62785085	KANK4	84283
NM_001350145	chr1	62208137	62629591	PATJ	284639
NR_038252	chr1	63624753	63782928	LINC00466	325965
NM_032852	chr1	63249776	63330941	ATG4C	76299
NM_033407	chr1	62920396	63154039	DOCK7	20735
NM_001271999	chr1	62920396	63154039	DOCK7	20735
NM_001272000	chr1	62920396	63154039	DOCK7	20735
NM_001330614	chr1	62920396	63154039	DOCK7	20735
NM_001272001	chr1	62920396	63154039	DOCK7	20735
NM_178221	chr1	63249776	63330941	ATG4C	76299
NM_001083592	chr1	64239689	64609052	ROR1	131265
NM_005012	chr1	64239689	64647179	ROR1	131265
NM_001172818	chr1	64088886	64125916	PGM1	29319
NM_001172819	chr1	64059479	64125916	PGM1	29319
NM_002633	chr1	64058946	64125916	PGM1	29319
NM_001321857	chr1	65298905	65432252	JAK1	4395
NM_014787	chr1	65730376	65881552	DNAJC6	75179
NM_203464	chr1	65613231	65697828	AK4	189254
NM_001330616	chr1	65614685	65697828	AK4	189254
NM_001321854	chr1	65298905	65533429	JAK1	4395
NM_001321853	chr1	65298905	65533429	JAK1	4395
NM_018211	chr1	65210777	65298914	RAVER2	154852
NM_001256865	chr1	65730376	65881552	DNAJC6	75179
NM_001256864	chr1	65775217	65881552	DNAJC6	75179
NM_001321855	chr1	65298905	65432252	JAK1	4395
NM_001321852	chr1	65298905	65533429	JAK1	4395
NM_001321856	chr1	65298905	65432619	JAK1	4395
NM_002227	chr1	65298905	65432252	JAK1	4395
NM_013410	chr1	65613849	65697828	AK4	189254
NM_001320923	chr1	65298905	65432619	JAK1	4395
NM_001005353	chr1	65613512	65697828	AK4	189254
NM_002600	chr1	66258855	66840262	PDE4B	23466
NM_001297441	chr1	66378927	66840262	PDE4B	23466
NM_001297440	chr1	66258192	66840262	PDE4B	23466
NM_001037341	chr1	66258192	66840262	PDE4B	23466
NM_001037340	chr1	66458298	66840262	PDE4B	23466
NM_015139	chr1	67465014	67520080	SLC35D1	74700
NM_144701	chr1	67632168	67725650	IL23R	77960
NM_207014	chr1	67303281	67390570	WDR78	153562
NM_152665	chr1	67218139	67244730	TCTEX1D1	155679
NM_001018067	chr1	67873492	67896123	SERBP1	79939
NM_024763	chr1	67278571	67390570	WDR78	153562
NM_015640	chr1	67873492	67896123	SERBP1	79939
NM_001018069	chr1	67873492	67896123	SERBP1	79939
NM_001018068	chr1	67873492	67896123	SERBP1	79939
NR_040077	chr1	68297970	68668670	GNG12-AS1	324430
NM_017779	chr1	68939834	68962904	DEPDC1	151473
NM_024911	chr1	68591040	68698284	WLS	158616
NM_018841	chr1	68167148	68299155	GNG12	75144
NM_001114120	chr1	68939834	68962904	DEPDC1	151473
NM_001193334	chr1	68591040	68698229	WLS	158616
NM_001002292	chr1	68564141	68698229	WLS	158616
NR_146608	chr1	69521580	69650685	LINC01707	354508
NR_023916	chr1	70385004	70386000	PIN1P1	288076
NM_017768	chr1	70610484	70671361	LRRC40	82888
NM_030816	chr1	70724684	70820417	ANKRD13C	83723
NR_046217	chr1	71547006	71703406	ZRANB2-AS2	435053
NR_028294	chr1	71318035	71513491	PTGER3	142219
NR_028293	chr1	71318035	71513491	PTGER3	142219
NR_028292	chr1	71318035	71513491	PTGER3	142219
NM_001126044	chr1	71418114	71513491	PTGER3	142219
NM_198718	chr1	71418114	71513491	PTGER3	142219
NM_198717	chr1	71318035	71513491	PTGER3	142219
NM_198716	chr1	71318035	71513491	PTGER3	142219
NM_198714	chr1	71318035	71513491	PTGER3	142219
NR_110676	chr1	73771852	73804560	LINC01360	325053
NR_146300	chr1	74140361	74204325	LINC02238	349336
NM_001199327	chr1	74663895	74930609	FPGT-TNNI3K	262487
NM_001112808	chr1	74663895	75010116	FPGT-TNNI3K	262487
NM_001105659	chr1	74491701	74663871	LRRIQ3	84891
NM_015978	chr1	74701070	75010116	TNNI3K	82844
NM_001322315	chr1	74491701	74663871	LRRIQ3	84891
NM_001002912	chr1	75033794	75139422	ERICH3	286385
NM_001130058	chr1	75667815	76076799	SLC44A5	76674
NM_002440	chr1	76262555	76378923	MSH4	107117
NM_001320287	chr1	75667817	76076801	SLC44A5	76674
NM_001320285	chr1	75667817	76076801	SLC44A5	76674
NM_001320283	chr1	75671816	76081694	SLC44A5	76674
NM_152697	chr1	75672074	76076799	SLC44A5	76674
NM_030965	chr1	77333092	77533223	ST6GALNAC5	74689
NM_001320274	chr1	77333092	77533223	ST6GALNAC5	74689
NM_001320273	chr1	77333092	77533223	ST6GALNAC5	74689
NM_001270384	chr1	78245308	78345225	MIGA1	305959
NM_001304725	chr1	78510645	78604133	GIPC2	81518
NM_017655	chr1	78511588	78604133	GIPC2	81518
NM_144573	chr1	78354199	78409578	NEXN	152640
NM_001308237	chr1	78028100	78149112	ZZZ3	22904
NM_015534	chr1	78028100	78148343	ZZZ3	22904
NM_198549	chr1	78245308	78345225	MIGA1	305959
NM_174858	chr1	77747661	78025654	AK5	74682
NM_001172309	chr1	78354199	78409578	NEXN	152640
NM_012093	chr1	77748286	78025654	AK5	74682
NM_022159	chr1	79355448	79472495	ADGRL4	274768
NR_125940	chr1	81001439	81112473	LINC01781	325446
NR_125941	chr1	81001439	81112473	LINC01781	325446
NM_001350699	chr1	82266060	82459616	ADGRL2	258861
NM_001350698	chr1	82266621	82459616	ADGRL2	258861
NM_012302	chr1	82266081	82459616	ADGRL2	258861
NM_001297705	chr1	82266081	82459616	ADGRL2	258861
NM_001297706	chr1	82266081	82459616	ADGRL2	258861
NM_001297704	chr1	82165454	82459616	ADGRL2	258861
NM_001330645	chr1	82266081	82459616	ADGRL2	258861
